movie_title,movie_info,critics_consensus,rating,genre,directors,writers,cast,in_theaters_date,on_streaming_date,runtime_in_minutes,studio_name,tomatometer_status,tomatometer_rating,tomatometer_count,audience_rating,audience_count
Never Forever,"Korean filmmaker Gina Kim directed this erotic drama about a woman's dangerous response to her husband's fertility issues. The Departed's Vera Farmiga stars as Sophie, an American woman married to Korean-American Andrew (David McInnis). When Andrew's inability to impregnate Sophie leads him to attempt suicide, Sophie seeks the help of a fertility clinic, but is turned away. Desperate to save her marriage, she begins paying Korean immigrant Jihah (Ha Jung-woo) for sex, in hopes that she'll become pregnant and Andrew will be none the wiser. As on might expect, though, the relationship between Sophie and Jihah evolves into something more than either bargained for.","Smartly constructed by writer-director Gina Kim and brought to life by a strong cast led by Vera Farmiga, Never Forever is an unexpectedly engaging melodrama.",R,"Art House & International, Drama",Gina Kim,Gina Kim,"Vera Farmiga, Ha Jung-woo, David L. McInnis, Hwa-Si Lee, Hettienne Park, Lee Hwa Si, Alex Manette, Kari Swenson Riely, Jackson Pace, Shirley Roeca, Asa Somers, Eric L. Abrams, Clem Cheung, Richard Chang, Robert Dahey, Joseph Debona, Trisha LaFache, Gurdeep Singh, Lenny Levi",2007-01-18,2008-07-15,101,Prime Entertainment,Fresh,80,20,71,864
I Got The Hook-Up,"Recording star and rapper Master P is the executive producer, screenwriter, and co-star (with A.J. Johnson of The Players Club) of this comedy about two South Central Los Angeles scam artists operating a business in a vacant lot. Working out of their van, Black (Master P) and Blue (Johnson) deal in TV sets and boomboxes, but when a driver mistakenly drops off a cell phone shipment, Black and Blue are ready to dial ""C"" for cash, bringing in both a local hacker (Anthony Boswell) and sexy Sweet Lorraine (Gretchen Palmer). Business is on the upswing, but then a hood (Tommy ""Tiny"" Lister Jr.) has a deal go sour and blames Black and Blue. A phone security man (Frantz Turner) and the FBI are also closing in. Rapper Ice Cube does a cameo.",,R,"Comedy, Drama, Mystery & Suspense",Michael Martin,Master P,"Master P, A.J. Johnson, Gretchen Palmer, Tommy ""Tiny"" Lister, Anthony Boswell, Helen Martin, John Witherspoon, Lola Mae, Harrison White, Ice Cube, Frantz Turner, Mia X, Richard Keats, Joe Estevez, William Knight, Mack Morris, Corey Miller, Edward Smith, Michael L. Taylor, Pablo Marz, Tangie Ambrose, Howard Mungo, Laura Hayes, Richard Balin, Ella Mae Evans, Kourtney Locke, John Wesley, Lawrence Williams, Vercy Carter, Izetta Karp, Paula Bellamy Franklin, Dollie Butler, Tommy Chunn, Leland Ellis, Sacha Kemp, Judy Jean Berns, Duffy Rich, Andrew Shack, Cindy L. Sorensen, Dana Woods, Will Gill Jr., Jerry Dixon, Alien Sex Fiend, Daniel Garcia, David García, Eric Vidal, Michael D. Harris, Sheryl Underwood, Maryam Beigi, Shantele Blackmon, Stacia Gardner, Ursula Houstin, Lori Morrissen, Dora Riestra, Shayna Ryan, Tina White, Daryl Anderson, T. David Binns, Joshua Chew, Rico Crowder, Rasheed H. Hogan, Lawrence Johnson, Desmond Mapp, Greg Mapp, Billy Moore, Bobby J. Sardie Jr., David Weiner",1998-12-31,2001-02-13,93,Priority Films,Rotten,17,12,63,7337
Holly,"Set in Cambodia, depicts child prostitution through the non-sexual, complex relationship between Holly, a beautiful 12-year-old Vietnamese girl, and Patrick, an obsessive 40-year-old American stolen artifacts dealer.","Despite some execution problems, Holly remains a realistic and gritty look at child sex slavery.",R,Drama,Guy Moshe,"Guy Jacobson, Guy Moshe","Ron Livingston, Chris Penn, Udo Kier, Virginie Ledoyen, Thuy Nguyen, Sahajak Boonthanakit",2007-11-09,2009-01-27,114,Priority Films/Slowhand Cinema Releasing,Fresh,65,23,64,442
Burnt Offerings,"Dan Curtis, director of TV's Dark Shadows series, directed this eerie haunted-house thriller about a house which draws energy from its inhabitants and selects its own ""keeper"" from the family of Ben and Marian Rolf (Oliver Reed & Karen Black), who rent the strangely-affordable house one fateful summer then find themselves slowly succumbing to its creepy powers. The photography is suitably moody, and many of the standard haunted-house cliches are used to decent effect -- particularly a violent scene in which the surrounding woods form a barrier to prevent the family station wagon from escaping the area -- but the pace is too leisurely overall, climaxing with the type of grim ending employed by nearly every mainstream horror film in the late 70's. Black's spooky looks are used to maximum effect, but are never quite as chilling as the final shot of Curtis's TV movie Trilogy of Terror from the previous year.",,R,Horror,Dan Curtis,"Dan Curtis, William F. Nolan","Karen Black, Oliver Reed, Bette Davis, Burgess Meredith, Joseph Riley, Eileen Heckart, Lee H. Montgomery, Dub Taylor, Anthony James, Orin Cannon, James T. Myers, Todd Turquand, Jim Myers",1976-01-01,2003-08-26,116,Produzioni Europee Associati,Rotten,50,12,42,4253
Persons Unknown,"This tightly woven, fast-paced thriller begins when Amanda (Kelly Lynch), a sexy gal on in-line skates, trips because alcoholic ex-cop/security expert Jim Holland (Joe Mantegna) bumps into her. Something between the two clicks and they spend the night together. Jim has no idea that he has just been victimized until one of his less-than-savory clients is robbed of a fortune. He sets out on Amanda's trail and discovers that she acted in cahoots with her sister Molly. Eventually, he learns where they stashed the cash and decides that he's been so down on his own luck lately that perhaps he should keep the money. Things become more complicated when he realizes that the client he has been protecting is a ruthless drug dealer who is hell-bent on killing the larcenous sisters.",,R,"Action & Adventure, Mystery & Suspense",George Hickenlooper,Craig Smith,"Joe Mantegna, Kelly Lynch, Naomi Watts, Jon Favreau, J.T. Walsh",1996-12-27,2007-02-20,99,Promark Entertainment,Rotten,14,7,33,196
Unplanned,"As one of the youngest Planned Parenthood clinic directors in the nation, Abby Johnson was involved in upwards of 22,000 abortions and counseled countless women on their reproductive choices. Her passion surrounding a woman's right to choose led her to become a spokesperson for Planned Parenthood, fighting to enact legislation for the cause she so deeply believed in. Until the day she saw something that changed everything.","A dramatic approach to a hot-button topic whose agenda is immediately clear, Unplanned will only reinforce the feelings of viewers on either side of the issue.",R,Drama,"Chuck Konzelman, Cary Solomon","Cary Solomon, Chuck Konzelman","Ashley Bratcher, Brooks Ryan, Robia Scott, Emma Elle Roberts, Jared Lotz",2019-03-29,2019-08-13,110,Pure Flix,Rotten,40,25,90,5131
Karla,"Based on the true story of husband and wife Paul Bernardo and Karla Homolka, the Ontario-based couple who tortured, raped, and murdered two schoolgirls, as well as Karla's younger sister, in the 1990s.",,R,"Drama, Mystery & Suspense",Joel Bender,"Joel Bender, Manette Rosen (II), Michael D. Sellers, Robert Keskemety","Laura Prepon, Misha Collins, Tess Harper, Patrick Bauchau, Leonard Kelly-Young, Leornard Kelly-Young, Alex Boyd, Cherilyn Hayres, Kristen Swieconek, Sarah Foret, Brandon Routh, Anthony John Denison, Emilie Jacobs, Zach DiLiberto, Danielle Burgio, William Duffy",2006-01-20,2007-04-03,102,Quantum Entertainment,Rotten,0,12,37,4077
Phil,"Phil, a depressed dentist whose life is falling apart, is shocked when one of his patients, a man who seemed to have the perfect life, kills himself. Determined to find out what would drive a man who had everything to end his life, Phil pretends to be a handyman and integrates himself in to the dead man's life, befriending his wife and daughter. How long can Phil keep up this double life when he is already ready to end his normal one?",,R,"Comedy, Drama",Greg Kinnear,Stephen Mazur,"Greg Kinnear, Emily Mortimer, Jay Duplass, Taylor Schilling, Robert Forster, Kurt Fuller, Luke Wilson, Bradley Whitford, Megan Charpentier",2019-07-05,2019-07-05,107,Quiver Distribution,Rotten,21,24,50,6
Running with the Devil,"When a cocaine shipment is compromised to the dismay of a drug cartel's CEO, known simply as The Boss, he orders his most trusted henchman, The Cook, and his partner, another master drug trafficker known as The Man, on a dangerous journey to audit the company's supply chain. As the drugs make their perilous trek across international borders, past gangsters, refiners, and couriers, they are also being tracked by Federal Agents. When The Cook realizes where the network is breaking down, it may be too late to keep the cartel satisfied.",,R,Drama,Jason Cabell,Jason Cabell,"Nicolas Cage, Laurence Fishburne, Barry Pepper, Adam Goldberg, Leslie Bibb, Clifton Collins Jr., Peter Facinelli, Christian Tappán, Natalia Reyes, Cole Hauser",2019-09-20,2019-09-20,100,Quiver Distribution,Rotten,22,23,51,47
The Fanatic,"After Moose (John Travolta) gets cheated out of meeting his hero, Hunter Dunbar (Devon Sawa), he turns to stalking to get the celebrity interaction he feels he deserves. Harmless at first, Moose's actions begin to take a dark turn. Against the advice of his friend Leah (Ana Golja), Moose begins to make frequent visits to his hero's private home. As the visits continue to escalate, Dunbar find himself in increasing danger.","John Travolta gives it his oddly coiffed all, but The Fanatic rings hollow as an examination of the way fan appreciation can curdle into toxic obsession.",R,"Drama, Mystery & Suspense",Fred Durst,"Dave Bekerman, Fred Durst","Ana Golja, Devon Sawa, Jacob Grodnik, James Paxton, John Travolta",2019-08-30,2019-09-06,88,Quiver Distribution,Rotten,18,57,32,145
Memoria,"Ivan Cohen is a young boy living in Palo Alto, California. Unsatisfied by his slacker group of friends, his love for a girl who doesn't know he exists and a dysfunctional family life, he is struggling to find his place in the world.",,R,Drama,"Nina Ljeti, Vladimir de Fontenay","Nina Ljeti, Vladimir de Fontenay","Sam Dillon, Thomas Mann, James Franco, Teo Halm, Ruby Modine, LaKeith Stanfield, Miles Heizer, Bo Mitchell, Cole Alexander",2016-04-08,2016-05-24,70,RabbitBandini Productions,Fresh,100,5,47,322
Maggie's Plan,A young woman longing to start a family (Greta Gerwig) becomes involved in a complicated love triangle with a professor (Ethan Hawke) and his theorist wife (Julianne Moore). Maggie's Plan received its world premiere at the 2015 Toronto International Film Festival.,"With a typically absorbing performance from Greta Gerwig leading the way, Maggie's Plan gives rom-com sensibilities a smart, subversive twist.",R,"Comedy, Romance",Rebecca Miller,Rebecca Miller,"Greta Gerwig, Ethan Hawke, Julianne Moore, Travis Fimmel, Bill Hader, Maya Rudolph, Monte Greene, Fredi Walker-Browne, Wallace Shawn, Mina Sundwall, Jackson Frazer, Ida Rohatyn, George Ashiotis, Brendan Titley, Stephen Lin, Alex Morf, Angela Trento, Kathleen Hanna, Tommy Buck, Sue Jean Kim",2016-05-20,2016-08-23,98,Rachael Horovitz Productions,Certified Fresh,86,177,52,8084
Adult Beginners,"A young, hipster entrepreneur (Nick Kroll) crashes and burns on the eve of his company's big launch. With his entire life in disarray, he leaves Manhattan to move in with his estranged pregnant sister (Rose Byrne), brother-in-law (Bobby Cannavale) and three year-old nephew in the suburbs - only to become their manny. Faced with real responsibility, he may finally have to grow up - but not without some bad behavior first. (C) Radius","Perfectly pleasant yet never particularly engaging, Adult Beginners is a mild middle-of-the-road comedy content to coast on the charms of its talented cast.",R,Comedy,Ross Katz,"Nick Kroll, Jeff Cox, Liz Flahive","Rose Byrne, Paula Garcés, Nick Kroll, Bobby Cannavale, Joel McHale, Jane Krakowski, Bobby Moynihan, Mike Birbiglia, Josh Charles, Jason Mantzoukas, Caleb and Matthew Paddock, Jeffrey DeMunn, Caitlin FitzGerald, Sarah Steele, Julie White, Paula Garcés, Celia Weston, Adam Butterfield",2015-04-24,2015-08-04,90,Radius,Rotten,48,79,30,4349
Cutie And The Boxer,"Once a rising star in the '70's New York art scene, 80-year-old ""boxing"" painter Ushio Shinohara is prepping for his latest show, hoping to reinvigorate his career. His wife and de facto assistant, Noriko, seeks her own recognition through her ""Cutie"" illustrations, which depict their chaotic 40-year marriage. CUTIE AND THE BOXER captures two lives united by a dedication to art-making for a touching meditation on the eternal themes of love and sacrifice. (c) Radius-TWC",A beautifully-made documentary that explores the challenges and richness of both marriage and art through the lens of a fascinating and complex couple.,R,"Documentary, Special Interest",Zachary Heinzerling,,"Noriko Shinohara, Robert H. Harvey, Ushio Shinohara",2013-08-16,2014-02-04,82,Radius,Certified Fresh,95,74,75,4338
Heaven Knows What,"Directed by celebrated filmmakers Josh and Benny Safdie (LENNY COOKE, DADDY LONGLEGS), HEAVEN KNOWS WHAT blends fiction, formalism and raw documentary as it follows a young heroin addict (Arielle Holmes) who finds mad love in the streets of New York. The film is based on Holmes' soon-to-be-published memoir Mad Love in New York City. Co starring Caleb Landry-Jones (X-MEN: FIRST CLASS, BYZANTIUM), HEAVEN KNOWS WHAT also features street legend Buddy Duress and gore rap phenom Necro. (C) TWC Radius","Grueling and rewarding in equal measure, Heaven Knows What hits hard -- and serves as a powerful calling card for its captivating star, Arielle Holmes.",R,Drama,"Benny Safdie, Josh Safdie","Josh Safdie, Ronald Bronstein","Arielle Holmes, Caleb Landry Jones, Eleonore Hendricks, Necro, Buddy Duress, Manny Aguila, Yuri Pleskun, Diana Singh, Benjamin Antoine Hampton, Maynard Nicholl, Brian Hodges, Misty McCall, Mike Patellis, Rik Letendre, Russell James Peters, Dash Privlej, Aaron Keller, Eric Ross Gilliatt, Michael Herz & Llyod Kaufman, Bobby Waltzer, David Moren, Alfred Mac Adam, Sharon Washington, Kate Halpern, Francesa LaPrella, Grey Cotton, James R. Tay, Jeff Chen, Mirela Mujovic, Alberto Safdie, John Asma, Cindy Little, Justin T. Rivera, Ben Edelman, Erik Weshnak, Ariel Pink, Sean Mennon, Michael M. Bilandic, Alexandra Owens, Jose Vega, Kwesi Prophett, Jekietha Brown, Eugenia Ortiz, Taisha Romero, Jonathan Spielsinger, Jonathan Marx, Christopher Goin, Larry ""Ratso"" Sloman, Aïda Ruilova, Julia Rohl",2015-05-29,2015-09-15,94,Radius,Certified Fresh,87,70,66,3004
